address,zipcode,type,status,other_status,price,zestimate,festimate,rent_zestimate,beds,baths,area,year,reduction,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"4 Freda Jane Ln, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,100378.0,100378,100378,995,3,2.0,1284,1979,,316,316 days on Zillow,DAYS_ON,906607,906607,https://www.zillow.com/homedetails/4-Freda-Jane-Ln-Birmingham-AL-35215/906607_zpid/
"1742 Huntington Dr, Birmingham, AL 35214",35214,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,105876.0,105876,105876,1000,4,2.0,1092,1981,,317,317 days on Zillow,DAYS_ON,934145,934145,https://www.zillow.com/homedetails/1742-Huntington-Dr-Birmingham-AL-35214/934145_zpid/
"1045 Walker Ave, Birmingham, AL 35217",35217,SINGLE_FAMILY,FOR_SALE,House for sale,94900.0,,,1175,5,2.0,2960,1968,$100 (Dec 11),322,$100 (Dec 11),PRICE_REDUCTION,909130,909130,https://www.zillow.com/homedetails/1045-Walker-Ave-Birmingham-AL-35217/909130_zpid/
"305 Pat Ave, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,105816.0,105816,105816,1025,3,2.0,1747,1955,,324,324 days on Zillow,DAYS_ON,909965,909965,https://www.zillow.com/homedetails/305-Pat-Ave-Birmingham-AL-35215/909965_zpid/
"120 Gurley Ln, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,88539.0,88539,88539,925,3,2.0,1221,1958,,324,324 days on Zillow,DAYS_ON,910181,910181,https://www.zillow.com/homedetails/120-Gurley-Ln-Birmingham-AL-35215/910181_zpid/
"452 Old Farm Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,115840.0,115840,115840,950,1,2.0,1210,1980,,324,324 days on Zillow,DAYS_ON,174568119,174568119,https://www.zillow.com/homedetails/452-Old-Farm-Dr-Birmingham-AL-35215/174568119_zpid/
"1713 Five Acre Rd, Dolomite, AL 35061",35061,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,82385.0,82385,82385,850,3,1.0,1008,1978,,325,325 days on Zillow,DAYS_ON,1026129,1026129,https://www.zillow.com/homedetails/1713-Five-Acre-Rd-Dolomite-AL-35061/1026129_zpid/
"2212 Morris Ave # 12, Birmingham, AL 35203",35203,CONDO,FOR_SALE,Condo for sale,199900.0,191245,191245,1100,1,1.0,603,-1,,331,331 days on Zillow,DAYS_ON,2085764150,2085764150,https://www.zillow.com/homedetails/2212-Morris-Ave-12-Birmingham-AL-35203/2085764150_zpid/
"301 Observatory Dr, Birmingham, AL 35206",35206,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,162440.0,162440,162440,1160,3,3.0,1679,1973,,331,331 days on Zillow,DAYS_ON,950390,950390,https://www.zillow.com/homedetails/301-Observatory-Dr-Birmingham-AL-35206/950390_zpid/
"737 Orchard Rd, Birmingham, AL 35235",35235,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,131321.0,131321,131321,1080,3,2.0,2013,1977,,331,331 days on Zillow,DAYS_ON,910555,910555,https://www.zillow.com/homedetails/737-Orchard-Rd-Birmingham-AL-35235/910555_zpid/
"1316 18th Ave S # 2, Birmingham, AL 35205",35205,MULTI_FAMILY,FOR_SALE,Apartment for sale,119900.0,114128,114128,950,4,2.0,,1930,,335,335 days on Zillow,DAYS_ON,2085827162,2085827162,https://www.zillow.com/homedetails/1316-18th-Ave-S-2-Birmingham-AL-35205/2085827162_zpid/
"4356 & 4362 Valley Rd # 1, Birmingham, AL 35235",35235,LOT,FOR_SALE,Lot / Land for sale,134500.0,,,795,,,,-1,,338,338 days on Zillow,DAYS_ON,2085879431,2085879431,https://www.zillow.com/homedetails/4356-4362-Valley-Rd-1-Birmingham-AL-35235/2085879431_zpid/
"5 5th Ave S, Birmingham, AL 35205",35205,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,69553.0,69553,69553,850,2,,1176,1999,,338,338 days on Zillow,DAYS_ON,991533,991533,https://www.zillow.com/homedetails/5-5th-Ave-S-Birmingham-AL-35205/991533_zpid/
"8620 9th Court Cir S, Birmingham, AL 35206",35206,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,78248.0,78248,78248,850,3,1.0,1134,1954,,338,338 days on Zillow,DAYS_ON,950612,950612,https://www.zillow.com/homedetails/8620-9th-Court-Cir-S-Birmingham-AL-35206/950612_zpid/
"7836 8th Ave S, Birmingham, AL 35206",35206,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,74027.0,74027,74027,795,3,1.0,1473,1949,,338,338 days on Zillow,DAYS_ON,951350,951350,https://www.zillow.com/homedetails/7836-8th-Ave-S-Birmingham-AL-35206/951350_zpid/
"2221 14th Ave N, Birmingham, AL 35234",35234,SINGLE_FAMILY,FOR_SALE,House for sale,169000.0,,,750,3,1.0,1113,1950,,340,340 days on Zillow,DAYS_ON,935826,935826,https://www.zillow.com/homedetails/2221-14th-Ave-N-Birmingham-AL-35234/935826_zpid/
"908 Thomas Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,158676.0,158676,158676,1229,4,,1371,1980,,340,340 days on Zillow,DAYS_ON,174565712,174565712,https://www.zillow.com/homedetails/908-Thomas-Dr-Birmingham-AL-35215/174565712_zpid/
"4327 Greenwood St, Birmingham, AL 35217",35217,SINGLE_FAMILY,FOR_SALE,House for sale,59000.0,56528,56528,795,3,1.0,1423,1925,,342,342 days on Zillow,DAYS_ON,946367,946367,https://www.zillow.com/homedetails/4327-Greenwood-St-Birmingham-AL-35217/946367_zpid/
"949 Parkway Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,84589.0,84589,84589,869,3,1.0,1200,1952,,345,345 days on Zillow,DAYS_ON,909687,909687,https://www.zillow.com/homedetails/949-Parkway-Dr-Birmingham-AL-35215/909687_zpid/
"1163 13th St N, Birmingham, AL 35204",35204,SINGLE_FAMILY,FOR_SALE,House for sale,154900.0,,,885,4,2.0,2120,1920,,346,346 days on Zillow,DAYS_ON,936617,936617,https://www.zillow.com/homedetails/1163-13th-St-N-Birmingham-AL-35204/936617_zpid/
"400 Martin Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,152190.0,152190,152190,1125,2,2.5,1534,1998,,353,353 days on Zillow,DAYS_ON,50930150,50930150,https://www.zillow.com/homedetails/400-Martin-Dr-Birmingham-AL-35215/50930150_zpid/
"321 E Ventura Dr, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,House for sale,115000.0,111228,111228,905,3,1.0,1046,1955,,354,354 days on Zillow,DAYS_ON,968607,968607,https://www.zillow.com/homedetails/321-E-Ventura-Dr-Birmingham-AL-35235/968607_zpid/
"720 Lisa Ln, Birmingham, AL 35206",35206,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,125736.0,125736,125736,1049,3,2.0,1152,1958,,360,360 days on Zillow,DAYS_ON,968872,968872,https://www.zillow.com/homedetails/720-Lisa-Ln-Birmingham-AL-35206/968872_zpid/
"1017 Springview St, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,100055.0,100055,100055,950,3,2.0,1350,1967,,364,364 days on Zillow,DAYS_ON,906324,906324,https://www.zillow.com/homedetails/1017-Springview-St-Birmingham-AL-35215/906324_zpid/
"337 16th Ave S, Birmingham, AL 35205",35205,LOT,FOR_SALE,For sale by owner,65000.0,,,,,,,-1,,366,366 days on Zillow,DAYS_ON,246468997,246468997,https://www.zillow.com/homedetails/337-16th-Ave-S-Birmingham-AL-35205/246468997_zpid/
"3442 28th Ave N, Birmingham, AL 35207",35207,SINGLE_FAMILY,FOR_SALE,House for sale,50700.0,,,750,3,1.0,1392,1940,,366,366 days on Zillow,DAYS_ON,930173,930173,https://www.zillow.com/homedetails/3442-28th-Ave-N-Birmingham-AL-35207/930173_zpid/
"1257 Five Mile Rd, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,85695.0,85695,85695,875,3,1.0,1328,1956,,366,366 days on Zillow,DAYS_ON,905677,905677,https://www.zillow.com/homedetails/1257-Five-Mile-Rd-Birmingham-AL-35215/905677_zpid/
"3143 Norwood Blvd, Birmingham, AL 35234",35234,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,148573.0,148573,148573,995,6,2.0,2764,1930,,366,366 days on Zillow,DAYS_ON,935379,935379,https://www.zillow.com/homedetails/3143-Norwood-Blvd-Birmingham-AL-35234/935379_zpid/
"825 78th St S, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,59900.0,,,775,2,1.0,832,1928,,368,368 days on Zillow,DAYS_ON,951381,951381,https://www.zillow.com/homedetails/825-78th-St-S-Birmingham-AL-35206/951381_zpid/
"712 Crowne Dr, Birmingham, AL 35224",35224,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,63359.0,63359,63359,850,3,2.0,1134,1993,,401,401 days on Zillow,DAYS_ON,1019185,1019185,https://www.zillow.com/homedetails/712-Crowne-Dr-Birmingham-AL-35224/1019185_zpid/
"437 13th Ave NW, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,Auction,68662.0,,,795,3,1.0,928,1956,$121 (Dec 13),411,$121 (Dec 13),PRICE_REDUCTION,905396,905396,https://www.zillow.com/homedetails/437-13th-Ave-NW-Birmingham-AL-35215/905396_zpid/
"1629 Maple Ave SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,FOR_SALE,House for sale,85000.0,,,850,3,2.0,1080,1965,,415,415 days on Zillow,DAYS_ON,1007169,1007169,https://www.zillow.com/homedetails/1629-Maple-Ave-SW-Birmingham-AL-35211/1007169_zpid/
"871 7th St W, Birmingham, AL 35204",35204,SINGLE_FAMILY,FOR_SALE,House for sale,81400.0,,,950,5,2.0,2715,1930,,428,428 days on Zillow,DAYS_ON,942460,942460,https://www.zillow.com/homedetails/871-7th-St-W-Birmingham-AL-35204/942460_zpid/
"417 85th St S, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,66900.0,,,785,3,1.0,1266,1947,"$1,000 (Oct 24)",447,"$1,000 (Oct 24)",PRICE_REDUCTION,948994,948994,https://www.zillow.com/homedetails/417-85th-St-S-Birmingham-AL-35206/948994_zpid/
"807 Finley Ave W # 3, Birmingham, AL 35204",35204,LOT,FOR_SALE,Lot / Land for sale,150000.0,,,750,,,,-1,,493,493 days on Zillow,DAYS_ON,2087847377,2087847377,https://www.zillow.com/homedetails/807-Finley-Ave-W-3-Birmingham-AL-35204/2087847377_zpid/
"817 Finley Ave W # 3, Birmingham, AL 35204",35204,LOT,FOR_SALE,Lot / Land for sale,150000.0,,,795,,,,-1,,493,493 days on Zillow,DAYS_ON,2087847639,2087847639,https://www.zillow.com/homedetails/817-Finley-Ave-W-3-Birmingham-AL-35204/2087847639_zpid/
"2112 8th St W # 3, Birmingham, AL 35204",35204,LOT,FOR_SALE,Lot / Land for sale,150000.0,,,795,,,,-1,,493,493 days on Zillow,DAYS_ON,2087847940,2087847940,https://www.zillow.com/homedetails/2112-8th-St-W-3-Birmingham-AL-35204/2087847940_zpid/
"2520 Franklin St # 1, Irondale, AL 35210",35210,LOT,FOR_SALE,Lot / Land for sale,200000.0,,,795,,,,-1,"$20,000 (Dec 4)",493,"$20,000 (Dec 4)",PRICE_REDUCTION,2087855009,2087855009,https://www.zillow.com/homedetails/2520-Franklin-St-1-Irondale-AL-35210/2087855009_zpid/
"590 Silverton Dr, Birmingham, AL 35215",35215,LOT,FOR_SALE,Lot / Land for sale,160000.0,,,,,,,-1,,529,529 days on Zillow,DAYS_ON,174568794,174568794,https://www.zillow.com/homedetails/590-Silverton-Dr-Birmingham-AL-35215/174568794_zpid/
"1004 Wanda Cir, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,Auction,195100.0,314170,314170,1290,5,2.5,4204,1971,"$2,500 (Jan 9)",857,"$2,500 (Jan 9)",PRICE_REDUCTION,899300,899300,https://www.zillow.com/homedetails/1004-Wanda-Cir-Birmingham-AL-35235/899300_zpid/
"849 Gadsden Hwy # LONG, Birmingham, AL 35235",35235,LOT,FOR_SALE,Lot / Land for sale,92900.0,,,795,,,,-1,,988,988 days on Zillow,DAYS_ON,2094378553,2094378553,https://www.zillow.com/homedetails/849-Gadsden-Hwy-LONG-Birmingham-AL-35235/2094378553_zpid/
"9609 Williamsburg Dr # 1-4, Birmingham, AL 35215",35215,LOT,FOR_SALE,Lot / Land for sale,78000.0,,,750,,,,-1,,988,988 days on Zillow,DAYS_ON,2094378550,2094378550,https://www.zillow.com/homedetails/9609-Williamsburg-Dr-1-4-Birmingham-AL-35215/2094378550_zpid/
"201 Martin Dr, Birmingham, AL 35215",35215,LOT,FOR_SALE,Lot / Land for sale,54900.0,,,795,,,,-1,,1823,1823 days on Zillow,DAYS_ON,2103691827,2103691827,https://www.zillow.com/homedetails/201-Martin-Dr-Birmingham-AL-35215/2103691827_zpid/
